,icd9_code,icd10_code,rank,reason
269,20150,C8110,2,"This code refers to nodular sclerosis Hodgkin lymphoma but specifies an unspecified site, making it less specific than C8119."
270,20160,C8129,1,"Direct match to the description specifying 'extranodal and solid organ sites', aligns with the ICD-9 description."
271,20160,C8120,2,Matches 'mixed cellularity Hodgkin lymphoma' but lacks the specificity of 'extranodal and solid organ sites'.
272,20170,C8139,1,"This code specifies lymphocyte depleted Hodgkin lymphoma at extranodal and solid organ sites, matching the specificity of the ICD-9 description."
273,20170,C8130,2,"This code refers to lymphocyte depleted Hodgkin lymphoma but does not specify the site, making it less specific compared to C8139."
274,20190,C8199,1,"Directly matches 'Hodgkin lymphoma, unspecified, extranodal and solid organ sites' which includes the specific context of extranodal and solid organ involvement."
275,20190,C8190,2,"Matches 'Hodgkin lymphoma, unspecified, unspecified site' but lacks the specific detail of extranodal and solid organ sites."
276,20200,C8299,1,Directly matches the description of extranodal and solid organ sites.
277,20200,C8290,2,Related to follicular lymphoma but does not specify extranodal and solid organ sites.
278,20210,C8409,1,"This code specifically refers to mycosis fungoides at extranodal and solid organ sites, directly matching the ICD-9 description."
279,20210,C8400,2,"While this code refers to mycosis fungoides, it is unspecified in terms of site, making it less specific compared to C8409."
280,20220,C8410,1,Directly matches the description of Sezary disease with unspecified site.
281,20220,C8419,2,"Matches Sezary disease but specifies extranodal and solid organ sites, which is a more specific aspect."
282,20240,C9140,1,"Hairy cell leukemia is a type of leukemia, which relates to leukemic reticuloendotheliosis, though it specifies a particular type and condition status."
283,20240,C9141,2,"Hairy cell leukemia is related to leukemia as well, but the description specifies 'in remission', which does not match the unspecified status in the ICD-9 description."
284,20260,C9620,1,"synonymous with malignant mast cell tumors, unspecified"
285,20260,C9629,2,"related to malignant mast cell neoplasms, but less specific than C9620"
286,20260,C9621,3,"specifically refers to aggressive systemic mastocytosis, which is a specific subtype"
287,20260,C9622,4,"refers to mast cell sarcoma, which is a specific type of malignant mast cell tumor, but not synonymous with unspecified"
288,20270,C8449,1,Directly matches the description of peripheral T-cell lymphoma with emphasis on extranodal and solid organ sites.
289,20270,C8440,2,Relates to peripheral T-cell lymphoma but lacks the specificity of extranodal and solid organ sites.
290,20280,C8589,1,"Direct match in specificity, indicating extranodal and solid organ sites."
291,20280,C8580,2,Related diagnosis of non-Hodgkin lymphoma but lacks specificity regarding extranodal and solid organ sites.
292,20283,C8583,1,"This code refers to other specified types of non-Hodgkin lymphoma affecting intra-abdominal lymph nodes, closely matching the description of 'other malignant lymphomas' in the ICD-9 code."
293,20283,C8493,2,"This code specifies mature T/NK-cell lymphomas, which are a subtype of non-Hodgkin lymphoma but is classified as unspecified. It still relates to lymphomas affecting intra-abdominal lymph nodes but is less specific than C8583."
294,20290,C969,1,"This code directly relates to malignant neoplasms of lymphoid tissue, which aligns closely with the ICD-9 description of unspecified malignant neoplasms of lymphoid and histiocytic tissue."
295,20290,C96Z,2,"This code refers to other specified malignant neoplasms of lymphoid tissue, which is relevant but less specific than C969."
296,20290,C964,3,"This code refers to sarcoma of dendritic cells, which is a more specific type of cancer and does not align well with the broader category of unspecified malignant neoplasms of lymphoid tissue."
297,20291,C96Z,1,"This code covers other specified malignant neoplasms of lymphoid tissue, which closely aligns with the unspecified nature of the ICD-9 description."
298,20291,C969,2,This code indicates a malignant neoplasm of lymphoid tissue but is more general and lacks specificity regarding the site compared to C96Z.
299,20292,C969,1,Directly matches the description of unspecified malignant neoplasm of lymphoid tissue.
300,20292,C96Z,2,"Refers to other specified malignant neoplasms, but is less specific than C969."
301,20293,C969,1,"This code specifies a malignant neoplasm of lymphoid tissue, which aligns closely with the ICD-9 description of malignant neoplasms of lymphoid tissue."
302,20293,C96Z,2,"While this code pertains to malignant neoplasms of lymphoid tissue, it is more general and less specific than C969, making it a less suitable match."
303,20295,C96Z,1,"This code specifically addresses other specified malignant neoplasms of lymphoid tissue, which aligns closely with the unspecified nature of the ICD-9 description."
304,20295,C969,2,"While this code is for malignant neoplasms of lymphoid tissue, it is more generic and does not specify the lymph nodes of the inguinal region and lower limb, making it less precise."
305,20296,C96Z,1,"This code is specific to 'other specified malignant neoplasms of lymphoid, hematopoietic and related tissue', which aligns closely with the 'other and unspecified' nature of the ICD-9 description."
306,20296,C969,2,"This code refers to 'malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified', which is broader and less specific than C96Z, making it a less suitable match."
307,20298,C96Z,1,"This code specifically covers other specified malignant neoplasms of lymphoid tissue, which aligns well with the description of unspecified malignant neoplasms in lymph nodes of multiple sites."
308,20298,C969,2,"This code is for unspecified malignant neoplasms of lymphoid and hematopoietic tissue, which is broader and less specific than C96Z."
309,20380,C888,1,"Directly corresponds to 'Other malignant immunoproliferative diseases', matching the category of the ICD-9 code."
310,20380,C9020,2,"Describes 'Extramedullary plasmacytoma not having achieved remission', which is a specific type of immunoproliferative neoplasm."
311,20380,C9030,3,"Describes 'Solitary plasmacytoma not having achieved remission', which is also a specific type of immunoproliferative neoplasm."
312,20382,C9022,1,Extramedullary plasmacytoma in relapse is closely related to immunoproliferative neoplasms and specifies the condition's relapse status.
313,20382,C9032,2,"Solitary plasmacytoma in relapse is also related to immunoproliferative neoplasms and specifies the condition's relapse status, but it is more specific to solitary cases."
314,20382,C888,3,Other malignant immunoproliferative diseases is a broader category that encompasses various conditions but lacks the specific relapse detail.
315,20500,C9200,1,"Directly corresponds to acute myeloid leukemia with a focus on myeloblastic type, maintaining the context of not achieving remission."
316,20500,C9250,2,"Acute myelomonocytic leukemia is a specific type of acute myeloid leukemia, also indicating not having achieved remission."
317,20500,C9240,3,Acute promyelocytic leukemia is a subtype of acute myeloid leukemia but is more specific and differs from the general classification without remission context.
318,20501,C9201,1,synonymous condition (acute myeloblastic leukemia) and same remission status
319,20501,C9241,2,related condition (acute promyelocytic leukemia) and same remission status
320,20501,C9251,3,related condition (acute myelomonocytic leukemia) and same remission status
321,20502,C9202,1,"Exact match in meaning for acute myeloid leukemia, specifying the type as myeloblastic."
