icd9_code,icd10_code,rank,reason
151,00D14ZZ,9,Extraction via percutaneous endoscopic approach is different from excision.
152,00T70ZZ,1,"Open approach is the most common method for performing a hemispherectomy, aligning closely with the ICD-9 description."
152,00T73ZZ,2,Percutaneous approach is a valid method for resection but less common than open approach for a hemispherectomy.
152,00T74ZZ,3,"Percutaneous endoscopic approach is the least common method for this procedure, making it the least suitable match."
153,00B70ZZ,1,"Open approach is most aligned with lobectomy, which typically involves direct surgical access."
153,00B73ZZ,2,Percutaneous approach is less common for lobectomy but still involves excision of a cerebral hemisphere.
153,00B74ZZ,3,"Percutaneous endoscopic approach is the least similar to lobectomy, which generally requires open access."
159,00B00ZZ,1,"Excision of Brain, Open Approach - closely matches 'excision' and 'brain'."
159,00B03ZZ,2,"Excision of Brain, Percutaneous Approach - matches 'excision' and 'brain', with percutaneous approach."
159,00B04ZZ,3,"Excision of Brain, Percutaneous Endoscopic Approach - matches 'excision' and 'brain', with endoscopic approach."
159,00500ZZ,4,"Destruction of Brain, Open Approach - matches 'destruction' and 'brain', but not 'excision'."
159,00503ZZ,5,"Destruction of Brain, Percutaneous Approach - matches 'destruction' and 'brain', but not 'excision'."
159,00504ZZ,6,"Destruction of Brain, Percutaneous Endoscopic Approach - matches 'destruction' and 'brain', but not 'excision'."
16,0NB00ZZ,1,"Open approach is a common method for excising lesions of the skull, making it the best match."
16,0NB03ZZ,2,"Percutaneous approach is a valid method for excising a skull lesion, but it is less common than open approach."
16,0NB04ZZ,3,Percutaneous endoscopic approach is less typical for skull lesions and therefore ranks lowest.
202,0NS00ZZ,1,Repositioning the skull is directly relevant to elevating skull fracture fragments.
202,0NS03ZZ,2,"Percutaneous approach for repositioning skull is relevant, though less direct than open approach."
202,0NS04ZZ,3,Percutaneous endoscopic approach for repositioning skull is relevant but more specialized.
202,0NS004Z,4,"Repositioning with internal fixation is relevant to the procedure, albeit with a fixation device."
202,0NS005Z,5,"Repositioning with external fixation is relevant, but involves a fixation device."
202,0NS034Z,6,Repositioning with internal fixation via percutaneous approach is relevant but less direct.
202,0NS035Z,7,Repositioning with external fixation via percutaneous approach is relevant but less direct.
202,0NS044Z,8,Repositioning with internal fixation via percutaneous endoscopic approach is relevant but more specialized.
202,0NS045Z,9,Repositioning with external fixation via percutaneous endoscopic approach is relevant but more specialized.
202,0NS0XZZ,10,External approach for repositioning skull is relevant but less common for skull fractures.
203,0NR007Z,1,"Open approach is appropriate for formation of a cranial bone flap, and it uses an autologous substitute."
203,0NR00KZ,2,"Open approach is appropriate for formation of a cranial bone flap, but it uses a non-autologous substitute."
203,0NR037Z,3,"Percutaneous approach is less typical for formation of a cranial bone flap, but it uses an autologous substitute."
203,0NR03KZ,4,"Percutaneous approach is less typical for formation of a cranial bone flap, and it uses a non-autologous substitute."
203,0NR047Z,5,"Percutaneous endoscopic approach is not typical for formation of a cranial bone flap, but it uses an autologous substitute."
203,0NR04KZ,6,"Percutaneous endoscopic approach is not typical for formation of a cranial bone flap, and it uses a non-autologous substitute."
204,0NU007Z,1,"Supplement Skull with Autol Sub, Open Approach is the most closely aligned with the concept of bone grafting, which typically involves supplementing bone material."
204,0NU00KZ,2,"Supplement Skull with Nonaut Sub, Open Approach also aligns well with the concept of bone grafting but uses a non-autologous material."
204,0NU037Z,3,"Supplement Skull with Autol Sub, Perc Approach involves a percutaneous approach with autologous material, which is relevant for bone grafting."
204,0NU03KZ,4,"Supplement Skull with Nonaut Sub, Perc Approach uses non-autologous material and a percutaneous approach, making it relevant but slightly less preferred."
204,0NU047Z,5,"Supplement Skull with Autol Sub, Perc Endo Approach involves an endoscopic approach with autologous material, which is relevant but less common for grafting."
204,0NU04KZ,6,"Supplement Skull with Nonaut Sub, Perc Endo Approach is less common and uses non-autologous material, making it a lesser match."
204,0NR007Z,7,"Replacement of Skull with Autol Sub, Open Approach implies a more invasive procedure than a graft, which may not be appropriate."
204,0NR00KZ,8,"Replacement of Skull with Nonaut Sub, Open Approach also implies a more invasive procedure, using non-autologous material."
204,0NR037Z,9,"Replacement of Skull with Autol Sub, Perc Approach suggests a replacement rather than a supplement, making it a poor match."
204,0NR03KZ,10,"Replacement of Skull with Nonaut Sub, Perc Approach indicates a replacement procedure, which is not suitable for bone grafting."
204,0NR047Z,11,"Replacement of Skull with Autol Sub, Perc Endo Approach indicates a more invasive replacement procedure, not suitable for bone grafting."
204,0NR04KZ,12,"Replacement of Skull with Nonaut Sub, Perc Endo Approach implies a replacement rather than a graft, making it a poor match."
205,0NU00JZ,1,Supplementing the skull with a synthetic substitute through an open approach closely matches the insertion of a skull plate.
205,0NR00JZ,2,"Replacement of the skull with a synthetic substitute via an open approach is relevant, but 'replacement' may imply removal, making it slightly less accurate than supplementation."
205,0NU03JZ,3,"Supplementing the skull with a synthetic substitute via a percutaneous approach is relevant, but the approach differs from the typical open insertion."
205,0NR03JZ,4,Replacement of the skull with a synthetic substitute through a percutaneous approach is relevant but less appropriate due to the nature of 'replacement' and the approach difference.
205,0NU04JZ,5,Supplementing the skull with a synthetic substitute via a percutaneous endoscopic approach is relevant but less aligned with the traditional open insertion.
205,0NR04JZ,6,Replacement of the skull with a synthetic substitute via a percutaneous endoscopic approach is the least relevant due to the nature of 'replacement' and the approach differences.
206,0NQ00ZZ,1,Open approach aligns with the invasive nature of osteoplasty.
206,0NQ03ZZ,2,Percutaneous approach is less invasive but still relevant to skull repair.
206,0NQ04ZZ,3,Percutaneous endoscopic approach is the least relevant for osteoplasty compared to open and standard percutaneous methods.
207,0NP00JZ,1,"The code represents the removal of a synthetic substitute from the skull using an open approach, which closely matches the procedure of removing a skull plate."
207,0NP03JZ,2,"This code represents the removal of a synthetic substitute from the skull using a percutaneous approach, which is less invasive than the open approach but still relates to the removal of material from the skull."
207,0NP04JZ,3,"This code indicates the removal of a synthetic substitute from the skull using a percutaneous endoscopic approach. While it is related, it is the least direct match due to the specific technique used."
214,00560ZZ,1,"Destruction of Cerebral Ventricle aligns with the procedure of choroid plexectomy, which involves removal of tissue in the cerebral ventricles."
214,00563ZZ,2,"Destruction of Cerebral Ventricle, Percutaneous Approach is a less invasive method of achieving a similar outcome as choroid plexectomy."
214,00564ZZ,3,"Destruction of Cerebral Ventricle, Perc Endo Approach also relates to the same body part and procedure intent, but through an endoscopic method."
214,09TK0ZZ,4,"Resection of Nasal Mucosa and Soft Tissue, Open Approach does not directly relate to the choroid plexus but involves resection of tissue."
214,09TK4ZZ,5,"Resection of Nose Sft Tiss, Perc Endo Approach is less relevant but still involves resection, though in a different anatomical area."
214,09TK8ZZ,6,"Resection of Nasal Mucosa and Soft Tissue, Endo has a procedural link to resection but is in an unrelated area."
214,09TKXZZ,7,"Resection of Nasal Mucosa and Soft Tissue, External Approach does not match well with the intent of choroid plexectomy, being external and not related to the cerebral ventricle."
221,009600Z,1,Best match for 'Insertion or replacement of external ventricular drain' as it specifies open approach.
221,009630Z,2,"Matches the procedure but specifies a percutaneous approach, which is less invasive than open approach."
221,009640Z,3,"Also matches the procedure but specifies a percutaneous endoscopic approach, which is even less invasive."
