original_name,clean,counts
Anoro Ellipta 62.5mcg/25mcg,anoro ellipta 62.5mcg/25mcg,27
Anoro Ellipta(Umeclidium/Vilanterol),anoro ellipta(umeclidium/vilanterol),36
Antacid Maximum Strength,antacid maximum strength,24
Anti-Inhibitor Coagulant Complex (FEIBA),anti-inhibitor coagulant complex (feiba),40
Anti-Thymocyte Globulin (Rabbit),anti-thymocyte globulin (rabbit),32
Anti-Thymocyte Globulin (Rabbit) - Peripheral Line,anti-thymocyte globulin (rabbit) - peripheral,45
Anti-thymocyte Globulin (Horse),anti-thymocyte globulin (horse),31
Antithrombin 3 (human),antithrombin 3,14
Antivert,antivert,8
Anu,anu,3
Anucort-HC,anucort-hc,10
Anusol-HC,anusol-hc,9
Anzemet,anzemet,7
Apidra,apidra,6
Apidra SoloStar,apidra solostar,15
Apidra SoloStar U-100 Insulin,apidra solostar u-100 insulin,29
Apidra SoloStar U-100 Insulin    ** Non-Formulary **,apidra solostar u-100 insulin,29
Apixaban,apixaban,8
Aplenzin(Bupropion ER),aplenzin(bupropion er),22
Apraclonidine 0.5%,apraclonidine 0.5%,18
Apreda SoluStar U-100 NG,apreda solustar u-100 ng,24
Aprepitant,aprepitant,10
Aprepitant   (Emend),aprepitant (emend),18
Aprepitant (Emend),aprepitant (emend),18
Apri,apri,4
Apri  tab (0.15mg-0.03mg),apri (0.15mg-0.03mg),20
Apri (0.15mg/0.03mg),apri (0.15mg/0.03mg),20
Apri (desogestrel-ethinyl estradiol,apri (desogestrel-ethinyl estradiol,35
Apri (desogestrel-ethinyl estradiol),apri (desogestrel-ethinyl estradiol),36
Apri (desogestrel/ethinyl estradiol),apri (desogestrel/ethinyl estradiol),36
Apri 0.15/0.03mg,apri 0.15/0.03mg,16
Apri 0.15mg-0.03mg Tab,apri 0.15mg-0.03mg,18
Apri 0.15mg/0.03mg TAB,apri 0.15mg/0.03mg,18
Apri desogestrel-ethinyl estradiol,apri desogestrel-ethinyl estradiol,34
Apri(desogestrel-ethinyl estradiol,apri(desogestrel-ethinyl estradiol,34
Apri- 0.15/0.03mg-28,apri- 0.15/0.03mg-,18
Apri-28,apri-,5
Aprida SoluStar U-100 NF,aprida solustar u-100 nf,24
Apriso,apriso,6
Apriso  (meslamine),apriso (meslamine),18
Apriso (mesalamine) ER,apriso (mesalamine) er,22
Apriso 0.375g capsules,apriso 0.375g,13
Aptiom,aptiom,6
Aptiom (eslicarbazepine),aptiom (eslicarbazepine),24
Aptivus,aptivus,7
Aquacel-Ag,aquacel-ag,10
Aquapho,aquapho,7
Aquaphor,aquaphor,8
Aquaphor Ointment,aquaphor,8
Aralast,aralast,7
Aralast NP,aralast np,10
Aranesp,aranesp,7
Aranesp (Polysorbate),aranesp (polysorbate),21
Aranesp (in polysorbate),aranesp (in polysorbate),24
Aranesp (polysorbate),aranesp (polysorbate),21
Aranesp SureClick -Polysorbate,aranesp sureclick -polysorbate,30
Arava,arava,5
Arava (leflunomide),arava (leflunomide),19
Argatroban,argatroban,10
Argatroban (for intraoperative use),argatroban (intraoperative),27
Arginine (L-arginine) (bulk),arginine (l-arginine),21
Arginine HCl (L-Arginine),arginine hcl (l-arginine),25
Aricept,aricept,7
Arimidex,arimidex,8
Arimidex (anastrozole),arimidex (anastrozole),22
Aripip,aripiprazole,12
Aripiprazole,aripiprazole,12
Aristada,aristada,8
Armodafinil,armodafinil,11
Armodafinil (NUVIGIL) 150mg tabs,armodafinil (nuvigil) 150mg,27
Armour Thyroid,armour thyroid,14
Armour Thyroid ,armour thyroid,14
Arnuity Ellipta,arnuity ellipta,15
Aromasin,aromasin,8
Arsenic Trioxide,arsenic trioxide,16
Artesunate,artesunate,10
Arthrotec 50,arthrotec 50,12
Arthrotec 50-200,arthrotec 50-200,16
Arthrotec 75,arthrotec 75,12
Artifici,artificial,10
Artificial,artificial,10
Artificial ,artificial,10
Artificial Saliva,artificial saliva,17
Artificial Tea,artificial tears,16
Artificial Tear,artificial tears,16
Artificial Tear Ointment,artificial tears,16
Artificial Tears,artificial tears,16
Artificial Tears ,artificial tears,16
Artificial Tears (PF),artificial tears (pf),21
Artificial Tears (PF)- GenTeal Eye Gel,artificial tears (pf)- genteal gel,34
Artificial Tears (PF)- Systane Eye Gel,artificial tears (pf)- systane gel,34
Artificial Tears (PF)- Systne Eye Gel,artificial tears (pf)- systne gel,33
Artificial Tears (petro/min),artificial tears (petro/min),28
Artificial Tears (polyvin alc),artificial tears (polyvin alc),30
Artificial Tears GEL 1%,artificial tears gel 1%,23
Artificial Tears Preserv. Free,artificial tears preserv.,25
Asacol,asacol,6
Asacol HD,asacol hd,9
Asacol HD 800mg,asacol hd 800mg,15
Ascorbic Acid,ascorbic acid,13
Ascorbic Acid (Liquid),ascorbic acid,13
Ascorbic Acid/Thiamine,ascorbic acid/thiamine,22
Ascorbic acid and thiamine,ascorbic acid and thiamine,26
Ascorbic acid/Thiamine,ascorbic acid/thiamine,22
Ascorbic acid/thiamine,ascorbic acid/thiamine,22
Ascorbic acid/thiamine/,ascorbic acid/thiamine/,23
Asenapine,asenapine,9
Ashlyna,ashlyna,7
Asmanex (Mometasone) Twisthaler,asmanex (mometasone) twisthaler,31
Asmanex (mometasone),asmanex (mometasone),20
Asmanex (mometasone) Twisthaler,asmanex (mometasone) twisthaler,31
Asmanex HFA,asmanex hfa,11
Asmanex HFA (momentasone),asmanex hfa (momentasone),25
Asmanex Twisthaler,asmanex twisthaler,18
Asmanex Twisthaler (mometasone),asmanex twisthaler (mometasone),31
Asp,aspirin,7
Asparaginase,asparaginase,12
Asparaginase (Erwinia chrysan),asparaginase (erwinia chrysan),30
Aspart Insulin Desensitization,aspart insulin desensitization,30
Aspercreme ,aspercreme,10
Aspercreme (lidocaine HCL),aspercreme (lidocaine hcl),26
Aspercreme (lidocaine HCl),aspercreme (lidocaine hcl),26
Aspercreme (lidocaine),aspercreme (lidocaine),22
Aspercreme with Aloe,aspercreme with aloe,20
Aspi,aspirin,7
Aspir,aspirin,7
Aspiri,aspirin,7
Aspirin,aspirin,7
Aspirin ,aspirin,7
Aspirin (Buffered),aspirin,7
Aspirin (Chewable),aspirin,7
Aspirin (Rectal),aspirin,7
Aspirin 325 ,aspirin 325mg,13
Aspirin 325 mg,aspirin 325mg,13
Aspirin 325 mg ,aspirin 325mg,13
Aspirin 325 mg p-o,aspirin 325mg p-o,17
Aspirin 325mg,aspirin 325mg,13
Aspirin 325mg ,aspirin 325mg,13
Aspirin 325mg TAB,aspirin 325mg,13
Aspirin 81 mg,aspirin 81mg,12
Aspirin 81 mg ,aspirin 81mg,12
Aspirin 81mg,aspirin 81mg,12
Aspirin 81mg ,aspirin 81mg,12
Aspirin 81mg (1cap),aspirin 81mg (1cap),19
Aspirin 81mg TAB,aspirin 81mg,12
Aspirin 81mg or placbo,aspirin 81mg placbo,19
Aspirin Childrens,aspirin childrens,17
Aspirin Desens,aspirin desens,14
Aspirin Desensitizati,aspirin desensitizati,21
Aspirin Desensitization,aspirin desensitization,23
Aspirin Desensitization ,aspirin desensitization,23
Aspirin Desensitization (AERD),aspirin desensitization (aerd),30
Aspirin Desensitization (Angioedema),aspirin desensitization (angioedema),36
Aspirin Desensitization (Urticaria/Angioedema),aspirin desensitization (urticaria/angioedema),46
Aspirin EC,aspirin ec,10
Aspirin Low Dose,aspirin low,11
Aspirin Low-Strength,aspirin low-strength,20
Aspirin-Caffeine-Butalbital,aspirin-caffeine-butalbital,27
Aspririn 81mg ,aspririn 81mg,13
Astagraf XL,astagraf xl,11
Astelin,astelin,7
Astepro,astepro,7
Astepro 0.15% Nasal spray,astepro 0.15%,13
Atacand,atacand,7
Atacand HCT,atacand hct,11
Atazanavir,atazanavir,10
Atenolol,atenolol,8
Atenolol oral suspension,atenolol,8
Atezolizumab,atezolizumab,12
Atgam,atgam,5
Ativan,ativan,6
Ativan (brand name),ativan,6
Atomoxetine,atomoxetine,11
Atorvastatin,atorvastatin,12
Atorvastatin 40 mg,atorvastatin 40mg,17
Atorvastatin 40 mg ,atorvastatin 40mg,17
Atorvastatin 40 mg capsule,atorvastatin 40mg,17
Atorvastatin 40mg,atorvastatin 40mg,17
Atorvastatin 40mg Tab,atorvastatin 40mg,17
Atorvaststin 40 mg ,atorvaststin 40mg,17
Atovaquone,atovaquone,10
Atovaquone Suspension,atovaquone,10
Atovaquone-Proguanil (250mg-100mg),atovaquone-proguanil (250mg-100mg),34
Atra,atra,4
Atripla,atripla,7
AtroVENT HFA,atrovent hfa,12
Atropine ,atropine,8
Atropine Sulfa 1mg/10mL 10mL SYR,atropine sulfate 1mg/10ml 10ml,30
Atropine Sulfate,atropine sulfate,16
Atropine Sulfate (Bristojet),atropine sulfate (bristojet),28
Atropine Sulfate 1%,atropine sulfate 1%,19
Atropine Sulfate Ophth 1%,atropine sulfate 1%,19
Atrovent,atrovent,8
Atrovent HFA,atrovent hfa,12
Atrovent Nasal Spray,atrovent,8
Aubagio,aubagio,7
Augmentin,augmentin,9
Augmentin Suspension,augmentin,9
Auralgan (w/ Acetic Acid),auralgan (w/acetic acid),24
Aurovela 1.5/30 (21),aurovela 1.5/30,15
Aurovela Fe 1.5/30 (28),aurovela fe 1.5/30,18
Auryxia,auryxia,7
Auryxia (Ferric citrate),auryxia (ferric citrate),24
Austedo,austedo,7
Austedo (deutetrabenazine),austedo (deutetrabenazine),26
Austedo(deutetrabenazine),austedo(deutetrabenazine),25
Autodrop,autodrop,8
Autologous 20% Serum Tears,autologous 20% serum tears,26
Autologous 20% serum tears,autologous 20% serum tears,26
Autologous Serum Eye Drops 20%,autologous serum 20%,20
Autologous Serum Ophth 20%,autologous serum 20%,20
Autologus 20% Diluted Serum tears,autologus 20% diluted serum tears,33
Autologus Serum Eye Drops 20%,autologus serum 20%,19
Avalide,avalide,7
Avandia,avandia,7
Avapro,avapro,6
Avapro (Irbesartan),avapro (irbesartan),19
AveLOX,avelox,6
Aveeno Bath,aveeno bath,11
Aveeno Intense Relief,aveeno intense,14
Avelox,avelox,6
Avenova,avenova,7
Aviane,aviane,6
Aviane (Levonorgestrol/Ethinyl Estradiol,aviane (levonorgestrol/ethinyl estradiol,40
Aviane (ethinyl estradiol/levonorgestrel),aviane (ethinyl estradiol/levonorgestrel),41
Aviane 0.1 mg-20 mcg tablet,aviane 0.1mg-20 mcg,19
Aviane 0.1-20mg,aviane 0.1-20mg,15
Aviane 0.1mg/0.02mg,aviane 0.1mg/0.02mg,19
Aviane 28,aviane,6
Aviane-28,aviane-,7
Avinza,avinza,6
Avinza 30mg,avinza 30mg,11
Avodart,avodart,7
Avodart  0.5MG,avodart 0.5mg,13
Avodart (Dutasteride),avodart (dutasteride),21
Avodart (dutasteride),avodart (dutasteride),21
Avonex,avonex,6
Avonex Administration Pack,avonex administration,21
Avycaz,avycaz,6
Axert,axert,5
Axicabtagene Ciloleucel,axicabtagene ciloleucel,23
Axid,axid,4
Axid AR,axid ar,7
Axiron,axiron,6
Axitinib,axitinib,8
Axitinib (Inlyta),axitinib (inlyta),17
Axitinib *NF*,axitinib,8
Aygestin,aygestin,8
Aygestin  (norethindrone acetate) 10 mg,aygestin (norethindrone acetate) 10mg,37
Aygestin (Norethindrone) 5mg tab,aygestin (norethindrone) 5mg,28
Aygestin (norethindrone acetate) - 5mg tabs,aygestin (norethindrone acetate) - 5mg,38
Aygestin (norethindrone),aygestin (norethindrone),24
Ayr Saline Gel,ayr saline gel,14
Ayr Saline Gel (Gel Nasal Salino),ayr saline gel (gel salino),27
Ayr Saline Nasal Gel 0.65 %,ayr saline gel 0.65%,20
AzaTHIOprine,azathioprine,12
Azacitidine,azacitidine,11
Azasan,azasan,6
Azasite,azasite,7
Azasite 1%,azasite 1%,10
Azathioprine,azathioprine,12
Azelastine,azelastine,10
Azelastine 0.15 % (205.5 mcg),azelastine 0.15% (205.5 mcg),28
Azilect,azilect,7
Azilect (rasagiline),azilect (rasagiline),20
Azilect (rasagiline) 1mg TAB,azilect (rasagiline) 1mg,24
Azimilide,azimilide,9
Azithr,azithromycin,12
Azithro,azithromycin,12
Azithromy,azithromycin,12
Azithromyc,azithromycin,12
Azithromyci,azithromycin,12
Azithromycin,azithromycin,12
Azmacort,azmacort,8
Azo Cranberry,azo cranberry,13
Azo Urinary Pain Relief,azo urinary pain,16
Azopt,azopt,5
Azopt (brinzolamide),azopt (brinzolamide),20
Azopt 1%,azopt 1%,8
Azopt 1% Ophth  (*NF* ),azopt 1%,8
Azor,azor,4
Azor (amlodipine-olmesartan),azor (amlodipine-olmesartan),28
Aztreonam,aztreonam,9
Aztreonam  Desensitization,aztreonam desensitization,25
Azurette,azurette,8
Azurette 0.15mg/0.02mg/0.01mg,azurette 0.15mg/0.02mg/0.01mg,29
B Complex,b complex,9
B Complex-Vitamin C-Folic Acid,b complex-vitamin c-folic acid,30
B complex vitamins,b complex vitamins,18
B complex with C#20-folic acid,b complex with c#20-folic acid,30
B complex-C-folic acid-Zn,b complex-c-folic acid-zn,25
B complex-vitamin C-folic acid,b complex-vitamin c-folic acid,30
B-12 (methylcobalamin),b-12 (methylcobalamin),22
B-12 DOTS,b-12 dots,9
B-12 Organic Spray,b-12 organic,12
B-12 Plus,b-12 plus,9
B-50,b-50,4
B-Complex,b-complex,9
BD Ultra-Fine Pen Needle,bd ultra-fine pen needle,24
BENDAmustine,bendamustine,12
BIKTARVY,biktarvy,8
BLY719,bly719,6
BREO Ellipta ,breo ellipta,12
BRIVAracetam,brivaracetam,12
BUDESONIDE 0.5mg ,budesonide 0.5mg,16
BUpivacaine 0.25%,bupivacaine 0.25%,17
BYL719,byl719,6
Baby Anti Monkey Butt,baby anti monkey butt,21
Bacillus coagulans,bacillus coagulans,18
Bacitracin,bacitracin,10
Bacitracin ,bacitracin,10
Bacitracin Ointment,bacitracin,10
Bacitracin Ophthalmic Oint,bacitracin ophthalmic,21
Bacitracin-Polymyxin,bacitracin-polymyxin,20
Bacitracin-Polymyxin Ointment,bacitracin-polymyxin,20
Bacitracin/Polymyxin B Sulfate Opht. Oint,bacitracin/polymyxin b sulfate opht.,36
Bacl,bacl,4
Baclo,baclofen,8
Baclof,baclofen,8
Baclofen,baclofen,8
Baclofen 25mcg/hr,baclofen 25mcg/hr,17
Baclofen 4000mcg/mL,baclofen 4000mcg/ml,19
Baclofen Intrathecal,baclofen intrathecal,20
Baclofen/Bupivicaine/Clonidine Intrathecal,baclofen/bupivicaine/clonidine intrathecal,42
Baclofen/Clonidine Intrathecal,baclofen/clonidine intrathecal,30
Bactrim,bactrim,7
Bactrim ,bactrim,7
Bactrim Desensitization,bactrim desensitization,23
Bactroban,bactroban,9
Bactroban ,bactroban,9
Bactroban Nasal,bactroban,9
Bactroban Ointment,bactroban,9
Balanced Salt Opth. Soln,balanced salt .,15
Balsa,balsalazide,11
Balsalazide,balsalazide,11
Balsalazide 750mg Cap,balsalazide 750mg,17
Balsalazine Disodium ,balsalazine disodium,20
Balziva (28),balziva,7
Banzel,banzel,6
Bariatric Multivitamins,bariatric multivitamins,23
Baricitinib,baricitinib,11
Baricitinib (EUA),baricitinib (eua),17
Basaglar KwikPen,basaglar,8
Basaglar KwikPen U-100 Insulin,basaglar u-100 insulin,22
Basiliximab,basiliximab,11
Beano,beano,5
Bebtelovimab-EUA,bebtelovimab-eua,16
Becaplermin Gel 0.01%,becaplermin gel 0.01%,21
Beclomethasone,beclomethasone,14
Beclomethasone ,beclomethasone,14
Beclomethasone Dipro 40 mcg Inh,beclomethasone dipro 40 mcg,27
Beclomethasone Dipro. AQ (Nasal),beclomethasone dipro. aq,24
Beclomethasone Dipropionate,beclomethasone dipropionate,27
Beconase,beconase,8
Beconase AQ,beconase aq,11
Beconase AQ Nasal Spray,beconase aq,11
Belatacept,belatacept,10
Belbuca,belbuca,7
Belbuca (Buprenorphine hydrochloride) Buccal film,belbuca (buprenorphine hydrochloride) buccal,44
Belinostat,belinostat,10
Belladonna & Opium (16.2/30mg),belladonna & opium (16.2/30mg),30
Belladonna Alk-Phenobarbital,belladonna alk-phenobarbital,28
Belladonna Alkaloids-Opium,belladonna alkaloids-opium,26
Belladonna-Opium,belladonna-opium,16
Belladonna-Phenobarbital,belladonna-phenobarbital,24
Belsomra,belsomra,8
Belsomra ,belsomra,8
Belsomra (suvorexant),belsomra (suvorexant),21
Belsomra 10mg,belsomra 10mg,13
Belsomra 20mg,belsomra 20mg,13
Belumosudil *NF*,belumosudil,11
Belviq (lorcaserin),belviq (lorcaserin),19
BenGay,bengay,6
BenGay Greaseless,bengay greaseless,17
BenadryL (diphenhydramine),benadryl (diphenhydramine),26
Benadryl,benadryl,8
Benadryl Allergy,benadryl allergy,16
Benadryl Extra Strength,benadryl extra strength,23
Benadryl Itch Stopping,benadryl itch stopping,22
Benadryl Itch Stopping Cream,benadryl itch stopping,22
Benazepril,benazepril,10
Benefiber,benefiber,9
Benefiber (Guar Gum),benefiber (guar gum),20
Benefiber (guar gum),benefiber (guar gum),20
Benefiber Sugar Free (dextrin),benefiber (dextrin),19
Benefiber on the Go!,benefiber on the go!,20
Bengay,bengay,6
Bengay Cream,bengay,6
Benicar,benicar,7
Benicar HCT,benicar hct,11
Benlysta,benlysta,8
Benz,benz,4
Benzaclin,benzaclin,9
Benzaclin Pump,benzaclin pump,14
Benzo,benzo,5
Benzocaine,benzocaine,10
Benzocaine 20% Spray,benzocaine 20%,14
Benzocaine 20%/ lidocaine 8%/ tetracaine 4% cream,benzocaine 20%/lidocaine 8%/tetracaine 4%,41
Benzocaine-Menthol (Sore Throat Lozenge),benzocaine-menthol,18
Benzonatate,benzonatate,11
Benzoyl Peroxide,benzoyl peroxide,16
Benzoyl Peroxide Gel 10%,benzoyl peroxide gel 10%,24
Benzoyl Peroxide Gel 5%,benzoyl peroxide gel 5%,23
Benztropine,benztropine,11
Benztropine Mesylate,benztropine mesylate,20
Berinert,berinert,8
Besivance,besivance,9
Betadine,betadine,8
Betamethasone,betamethasone,13
Betamethasone Acet & Sod Phos,betamethasone acetaminophen & sodium phos,41
Betamethasone Dipro 0,betamethasone dipro 0,21
Betamethasone Dipro 0.05% Augmented Gel,betamethasone dipro 0.05% augmented gel,39
Betamethasone Dipro 0.05% Cream,betamethasone dipro 0.05%,25
Betamethasone Dipro 0.05% Lot.,betamethasone dipro 0.05% lot.,30
Betamethasone Dipro 0.05% Oint,betamethasone dipro 0.05%,25
Betamethasone Dipropionate,betamethasone dipropionate,26
Betamethasone Sodium Phos/Acet,betamethasone sodium phos/acetaminophen,39
Betamethasone Valerate 0.1% Cream,betamethasone valerate 0.1%,27
Betamethasone Valerate 0.1% Ointment,betamethasone valerate 0.1%,27
Betaseron,betaseron,9
Betaseron *NF*,betaseron,9
Betaxolol,betaxolol,9
Betaxolol HCl  0.25%,betaxolol hcl 0.25%,19
Betaxolol Ophth Susp  0.25%,betaxolol 0.25%,15
Bethanechol,bethanechol,11
Betimol,betimol,7
Betoptic S,betoptic sodium,15
Bevacizumab,bevacizumab,11
Bevacizumab (Avastin),bevacizumab (avastin),21
Bevacizumab Desensitization,bevacizumab desensitization,27
Bevacizumab-awwb (Mvasi),bevacizumab-awwb (mvasi),24
Bevespi Aerosphere,bevespi aerosphere,18
Bevespi Aerosphere 9mcg/4.8mcg,bevespi aerosphere 9mcg/4.8mcg,30
Bexanolone,bexanolone,10
Bexarotene,bexarotene,10
Bexarotene ((Targretin),bexarotene ((targretin),23
Bexarotene *NF*,bexarotene,10
Beyaz,beyaz,5
Beyaz (drosperinone-e.estradiol-lm),beyaz (drosperinone-e.estradiol-lm),35
Biafine Emulsion,biafine emulsion,16
Bicalutamide,bicalutamide,12
Bicitra,bicitra,7
Bictegrav-Emtricit-Tenofov Ala,bictegrav-emtricit-tenofov ala,30
Bictegravir + Truvada (200/25 mg),bictegravir + truvada (200/25mg),32
Bifidobacterium Infantis,bifidobacterium infantis,24
Biktarvy,biktarvy,8
"Biktarvy (Bictegravir,emtricitabine,tenofovir alafen.)",biktarvy (bictegraviremtricitabinetenofovir alafen.),52
"Biktarvy (bictegravir, emtricitabine, tenofovir alafenamide)",biktarvy (bictegravir emtricitabine tenofovir alafenamide),58
Biktarvy (bictegravir-emtricit-tenofovir),biktarvy (bictegravir-emtricit-tenofovir),41
Biktarvy (bictegravir/emtricitabine/tenofocvir alafen,biktarvy (bictegravir/emtricitabine/tenofocvir alafen,53
Biktarvy (bictegravir/emtricitabine/tenofovir alafen),biktarvy (bictegravir/emtricitabine/tenofovir alafen),53
Biktarvy 50-200-25mg,biktarvy 50-200-25mg,20
Biktarvy 50mg-200mg-25mg,biktarvy 50mg-200mg-25mg,24
Bimatoprost,bimatoprost,11
Bimatoprost  0.01%  Ophth  (*NF*),bimatoprost 0.01%,17
Bimatoprost  0.03%  Ophth  (*NF*),bimatoprost 0.03%,17
Bimatoprost 0.01% Opthalmic drops,bimatoprost 0.01%,17
Bimatoprost 0.03%,bimatoprost 0.03%,17
Binimetinib,binimetinib,11
Biofreeze (menthol 4%),biofreeze (menthol 4%),22
Biofreeze (menthol),biofreeze (menthol),19
Biotene Dry Moisturizing Spray,biotene dry moisturizing,24
Biotene Dry Mouth,biotene dry mouth,17
Biotene Dry Mouth Oral Rinse,biotene dry mouth,17
Biotene Moisturizing Mouth,biotene moisturizing mouth,26
Biotene Moisturizing Mouth Spray,biotene moisturizing mouth,26
Biotene Oralbalance (enzymes),biotene oralbalance (enzymes),29
Biotene Oralbalance (glycerin),biotene oralbalance (glycerin),30
Biotene Oralbalance Spray,biotene oralbalance,19
Biotin,biotin,6
Biotin 5000 mcg Quick Dissolve Tabs,biotin 5000 mcg quick dissolve,30
Bisaco,bisacodyl,9
Bisacodyl,bisacodyl,9
Bisacodyl (Rectal),bisacodyl,9
Bisacodyl Supp,bisacodyl,9
Biscolax,biscolax,8
Bismuth,bismuth,7
Bismuth Subsalicylate,bismuth subsalicylate,21
Bismuth Subsalicylate Chewable,bismuth subsalicylate,21
Bisoprolol Fumarate,bisoprolol fumarate,19
Bivalirudin,bivalirudin,11
Bivalirudin (Impella) - Left Ventricle,bivalirudin (impella) - left ventricle,38
Bivalirudin (Impella) - Right Ventricle,bivalirudin (impella) - right ventricle,39
Bleomycin,bleomycin,9
Bleomycin - TEST DOSE,bleomycin -,11
Blephamide,blephamide,10
Blinatumomab,blinatumomab,12
Blisovi 24 Fe,blisovi 24 fe,13
Blisovi Fe 1/20 (28),blisovi fe 1/20,15
Blistex Lip Ointment,blistex lip,11
Boceprevir,boceprevir,10
Bolus: N-Acetylcysteine (NAC),bolus: n-acetylcysteine (nac),29
Bortezomib,bortezomib,10
Bortizomib,bortizomib,10
Bosentan,bosentan,8
Bosentan ,bosentan,8
Bosulif,bosulif,7
Bosulif (bosutinib),bosulif (bosutinib),19
Bosutinib,bosutinib,9
Botox,botox,5
Botox (onabotulinumtoxinA),botox (onabotulinumtoxina),26
Botulinum Toxin Type A,botulinum toxin type a,22
Boudreauxs Butt Paste,boudreauxs butt paste,21
Breathe Right,breathe right,13
Breeza,breeza,6
Brentuximab Vedotin,brentuximab vedotin,19
Brentuximab Vedotin*,brentuximab vedotin,19
Breo Ellipta,breo ellipta,12
Breo Ellipta ((fluticasone/vilanterol),breo ellipta ((fluticasone/vilanterol),38
Breo Ellipta (200mcg/25mcg) Inhaler,breo ellipta (200mcg/25mcg),27
Breo Ellipta (fluticasone-vilanterol),breo ellipta (fluticasone-vilanterol),37
Breo Ellipta 100-25 mcg,breo ellipta 100-25 mcg,23
Breo Ellipta 100/25,breo ellipta 100/25,19
Breo Ellipta 100/25mcg,breo ellipta 100/25mcg,22
Breo Ellipta 100mcg/25mcg,breo ellipta 100mcg/25mcg,25
Breo Ellipta 200-25 mcg/dose,breo ellipta 200-25 mcg/,24
Breo Ellipta 200-25 mcg/dose ,breo ellipta 200-25 mcg/,24
Breo Ellipta 200mcg/25 mcg,breo ellipta 200mcg/25 mcg,26
Breo Ellipta(Fluticasone-Vilanterol),breo ellipta(fluticasone-vilanterol),36
Breo Ellipta100-25,breo ellipta100-25,18
Brexucabtagene Autoleucel,brexucabtagene autoleucel,25
Breztri Aerosphere,breztri aerosphere,18
Brigatinib,brigatinib,10
Brilinta,brilinta,8
Brimondine/timolol,brimondine/timolol,18
Brimonidin,brimonidine,11
Brimonidine,brimonidine,11
Brimonidine ,brimonidine,11
Brimonidine 0.2%,brimonidine 0.2%,16
Brimonidine 0.2% Ophthalmic Soln,brimonidine 0.2% ophthalmic,27
Brimonidine 0.2% drops,brimonidine 0.2%,16
Brimonidine Tartrate 0.15% Ophth.,brimonidine tartrate 0.15% .,28
Brimonidine Tartrate 0.2% Ophth.,brimonidine tartrate 0.2% .,27
Brimonidine-Timolol,brimonidine-timolol,19
Brincidofovir,brincidofovir,13
Brincidofovir (Brincidofovir),brincidofovir (brincidofovir),29
Brintellix,brintellix,10
Brinzolamide,brinzolamide,12
Brinzolamide 1% Ophth (*NF* ),brinzolamide 1%,15
Brivaracetam,brivaracetam,12
Brivaracetam Oral Solution,brivaracetam,12
Briviact,briviact,8
Briviact (brivaracetam),briviact (brivaracetam),23
BromSite,bromsite,8
Bromday,bromday,7
Bromday (Bromfenac),bromday (bromfenac),19
Bromday (bromfenac),bromday (bromfenac),19
Bromday (bromfenac) 0.09%,bromday (bromfenac) 0.09%,25
